Random waveform, random seed
Total number of intervals = 320 (53837, 65966, 50164, 89339, 23259, 26614, 80990, 31757, 62274, 30772, 43646, 78245, 73552, 50072, 66720, 78457, 15020, 65232, 63177, 10101, 54873, 5190, 71675, 34765, 82482, 27386, 38419, 24162, 91906, 44762, 38437, 42763, 67756, 7753, 21234, 97431, 80797, 13211, 76516, 83795, 51635, 21554, 69212, 73965, 58466, 56105, 87059, 85940, 6618, 36779, 7135, 83124, 73981, 32543, 68598, 11829, 28023, 95968, 97794, 5120, 34080, 65278, 65581, 30588, 83211, 14783, 82605, 5402, 25125, 36910, 15797, 16558, 85569, 35016, 21648, 29884, 22428, 18475, 83853, 84008, 15221, 35396, 41645, 93406, 75497, 52863, 46462, 98026, 6626, 82182, 13763, 34350, 41329, 92780, 9402, 79962, 37302, 59495, 66224, 99963, 82536, 81628, 14189, 76315, 32450, 30468, 53599, 69799, 46099, 73151, 54930, 15925, 76631, 13254, 33300, 56685, 64340, 80660, 86427, 21718, 55980, 89882, 42492, 70487, 22135, 46840, 96864, 53918, 15483, 66506, 96022, 62799, 13061, 13127, 76987, 20453, 90061, 8124, 83723, 81711, 78316, 22056, 43460, 91671, 85054, 30139, 36739, 90802, 20006, 79929, 63039, 64305, 67556, 65494, 88525, 24780, 29848, 81601, 37060, 71590, 43313, 91672, 7385, 11473, 30857, 36443, 64482, 83105, 48335, 38737, 48146, 5153, 26861, 43088, 25767, 86233, 80574, 67791, 28862, 42575, 39297, 52018, 95982, 46494, 63572, 95159, 84537, 71462, 63483, 16612, 29236, 67667, 38133, 52724, 89271, 33127, 5029, 21767, 36277, 24513, 99463, 34248, 36175, 15348, 68124, 23132, 78263, 80394, 82767, 62604, 60257, 46257, 72716, 63158, 72570, 64803, 61262, 35474, 18974, 20598, 53930, 20791, 66875, 18504, 16237, 9428, 41045, 68913, 75380, 87816, 84448, 11826, 71231, 90851, 76670, 97575, 24720, 73270, 48954, 88062, 38850, 48812, 69474, 94336, 36813, 5768, 92659, 69270, 91531, 9997, 10471, 96662, 70836, 87456, 17168, 71024, 31205, 93769, 6850, 31764, 82033, 87255, 59822, 52648, 31518, 41758, 89751, 22529, 18976, 63247, 42149, 93534, 39600, 18122, 42836, 50483, 41168, 46353, 80113, 20901, 8795, 44250, 73292, 43912, 83642, 46037, 77948, 10406, 49325, 47971, 95474, 59382, 60629, 26567, 47050, 7114, 10743, 98447, 52703, 18786, 97624, 5577, 24952, 79933, 34932, 25006, 26366, 85542, 50629, 22590, 91711, 94658, 34868, 95773, 49527, 35659, 81789, 57774, 30550, 98775)
Average QPS expected = 52324
Timestamp start: 1715641823024
Timestamp end: 1715642783730

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      362.5   440.1   160.7   201.3   213.4   335.7   393.9   421.2   439.3   467.2   503.3   562.6   764.7  4317.4 30761.1  17075.7    17168
read      351.1   196.4   148.8   194.5   207.7   314.1   379.2   420.1   453.2   496.0   544.5   619.2   789.1  1304.4  6675.7  71131.7    71024
read      385.4   398.9   148.8   198.7   211.6   334.8   408.3   451.9   488.0   528.4   579.9   670.0  1079.9  4374.6 11941.3  31069.7    31205
read      441.5   427.2   148.8   210.4   227.8   371.2   458.4   515.6   560.3   618.2   702.6   852.8  1256.9  4335.4 14409.4  93708.0    93769
read      320.1   200.1   160.7   207.3   224.2   307.0   333.5   346.6   358.3   370.1   389.1   424.7   611.5  3818.7  5979.7   6795.0     6850
read      371.8   247.2   148.8   197.2   209.9   329.7   405.1   450.4   487.5   526.6   573.2   648.0   950.0  1716.7 10975.7  31585.3    31764
read      425.3   484.9   148.8   202.8   217.1   342.0   413.9   463.7   503.8   553.1   626.3   797.6  1892.5  4823.3 23621.7  82024.0    82033
read      419.2   559.7   148.8   205.4   220.6   346.5   418.4   465.1   501.9   546.9   613.5   738.9  1647.6  6849.5 29577.6  87227.3    87255
read      397.9   380.0   148.8   199.8   213.0   334.0   410.4   463.0   502.3   546.7   610.1   720.8  1403.4  3988.5 10109.6  59881.0    59822
read      394.5   387.6   148.8   199.0   212.1   334.2   411.6   461.3   500.7   544.2   605.3   702.7  1337.7  4578.6 14565.5  52634.7    52648
read      387.2   219.7   148.8   202.1   214.3   340.6   420.3   472.2   510.4   548.4   600.0   684.6  1102.0  1744.7  6897.3  31561.7    31518
read      388.9   259.9   148.8   198.8   211.4   332.7   412.0   463.9   503.3   546.8   606.5   708.4  1256.8  2432.3  8055.4  41852.7    41758
read      418.3   492.1   148.8   203.3   218.6   344.3   417.4   466.9   506.6   554.1   623.5   764.9  1659.9  6472.8 16367.5  89501.7    89751
read      392.5   572.7   160.7   199.8   212.7   334.7   409.3   453.3   487.2   521.8   565.2   638.7  1053.9  8643.5 29315.1  22643.3    22529
read      377.9   228.3   160.7   200.8   212.8   339.3   412.6   453.7   485.2   517.8   559.2   647.7  1065.2  2763.3  6761.0  18931.3    18976
read      407.8   403.8   148.8   198.7   212.3   335.2   412.9   466.5   507.9   557.3   627.3   759.0  1586.2  4674.3 11981.0  63028.7    63247
read      391.6   279.8   160.7   199.1   211.9   335.9   416.6   467.9   505.8   548.8   610.2   711.6  1249.5  2353.6  9932.4  42295.0    42149
read      438.7   591.2   148.8   206.8   223.5   358.8   434.5   485.0   523.3   572.6   642.5   813.6  1689.0  7419.1 30451.8  93477.0    93534
read      402.1   271.6   148.8   197.8   211.9   340.2   424.5   481.4   523.1   571.5   633.9   750.7  1350.2  2436.3  5862.6  39648.7    39600
read      368.4   205.0   160.7   200.9   212.8   338.9   408.9   445.8   477.0   506.8   542.1   605.6   923.7  1578.8  7496.1  18103.7    18122
read      400.9   296.9   148.8   200.8   213.2   338.8   421.5   477.7   516.1   562.1   624.4   736.0  1353.5  4017.5 10370.8  42854.7    42836
read      405.8   306.7   160.7   202.2   215.0   341.9   424.8   481.3   521.7   568.5   632.8   742.6  1455.2  3228.5  9688.5  50675.3    50483
read      402.2   472.2   148.8   201.1   213.8   339.4   420.2   469.9   509.4   549.3   607.8   707.9  1229.2  7004.2 21376.2  41297.3    41168
read      374.9   208.6   148.8   200.1   213.5   334.6   413.7   459.7   497.6   539.0   587.5   660.4   828.8  1473.4  8669.5  46425.3    46353
read      354.2   191.8   148.8   200.1   212.9   318.9   384.0   423.6   455.2   496.6   546.0   618.3   772.0  1158.5  7616.2  80238.3    80113
read      357.4   302.4   160.7   202.8   215.6   332.9   398.9   428.8   450.7   476.8   511.2   553.4   660.5  2951.1 13868.3  21042.7    20901
read      336.0   257.8   160.7   210.7   226.0   329.6   359.9   374.4   386.3   398.2   415.1   439.4   532.1  3869.5 10004.2   8793.7     8795
read      369.2   254.5   148.8   200.3   213.2   332.2   407.9   449.5   482.1   520.9   564.5   633.2   799.6  1696.9  8625.4  44177.3    44250
read      357.5   161.4   148.8   199.9   212.9   320.9   389.6   430.4   464.1   507.1   555.6   630.7   791.5  1339.3  3948.5  72994.7    73292
read      366.5   231.1   148.8   199.4   212.6   331.0   405.4   446.9   479.2   519.5   562.6   627.3   759.4  1298.7  8664.2  43978.7    43912
read      345.3   145.5   148.8   198.6   211.5   313.1   373.9   411.1   439.8   479.5   530.8   600.0   742.8  1013.1  3915.1  83714.7    83642
read      360.2   198.4   148.8   198.6   211.8   327.0   398.9   438.1   469.7   509.3   550.2   615.7   741.3  1217.7  7614.5  45801.3    46037
read      353.7   175.5   148.8   199.2   212.3   317.5   383.1   423.6   456.9   500.0   549.1   625.0   778.5  1099.3  4496.9  78113.0    77948
read      337.6   295.4   148.8   206.8   220.7   328.0   362.9   379.9   391.9   403.9   422.8   451.1   545.0  4538.5 12546.3  10528.7    10406
read      358.8   176.6   148.8   197.6   210.8   325.3   396.8   437.7   469.5   508.8   550.6   619.0   759.3  1197.8  5745.2  49163.0    49325
read      363.5   253.7   148.8   198.5   211.6   326.5   400.5   442.4   474.8   515.2   557.7   624.2   762.3  1277.6 12524.1  48031.3    47971
read      351.1   174.6   148.8   202.7   215.5   318.4   378.3   416.3   445.7   484.3   533.2   604.5   755.6  1128.3  7654.6  95419.7    95474
read      382.3   588.0   148.8   198.2   211.9   329.8   401.4   445.6   480.2   522.4   572.0   646.9   813.8  5927.2 23616.1  59499.7    59382
read      359.3   200.7   148.8   197.8   210.7   323.1   394.1   435.4   468.3   510.7   556.9   626.1   768.4  1270.3  6714.5  60329.3    60629
read      363.4   204.6   148.8   202.8   215.6   330.4   407.9   447.4   477.2   513.7   547.3   596.6   710.7  1358.1  7541.5  26579.0    26567
read      365.9   227.5   148.8   199.9   212.8   329.6   405.0   447.8   480.5   519.6   563.2   629.4   765.7  1215.5 10232.8  47022.0    47050
read      348.6   479.7   160.7   213.7   231.0   323.5   349.6   363.7   372.5   385.4   399.6   426.8   555.2  7915.8 18790.0   7111.3     7114
read      356.6   554.0   160.7   208.7   223.1   336.9   373.9   392.1   403.5   418.5   433.8   465.5   549.2 11114.6 22497.9  10604.3    10743
read      347.3   180.0   148.8   203.5   216.6   316.0   373.9   409.2   436.6   474.2   524.3   593.0   738.6  1012.0  5255.6  98191.7    98447
read      363.5   213.6   148.8   199.8   212.9   329.0   401.2   442.1   474.3   515.0   559.2   627.2   764.3  1271.1  7075.5  52751.3    52703
read      358.0   294.5   148.8   204.1   216.7   336.4   401.6   429.7   449.4   470.8   503.3   542.5   636.3  4248.9 12297.0  18822.7    18786
read      348.2   155.8   148.8   203.8   216.9   316.9   375.5   411.3   439.0   476.3   526.0   593.7   742.2  1099.3  4606.5  97386.7    97624
read      322.9   289.1   160.7   215.6   235.6   307.3   329.3   341.4   350.1   362.0   373.8   399.1   521.2  5835.0  9987.2   5666.3     5577
read      362.8   233.4   148.8   202.8   215.6   329.0   406.2   444.1   471.1   506.5   541.2   589.4   717.5  2203.1  9922.2  24949.3    24952
read      354.8   184.3   148.8   199.0   212.1   318.3   381.6   421.9   454.8   497.6   548.2   626.4   792.6  1304.7  6723.3  79952.3    79933
read      365.8   235.8   148.8   200.6   213.8   331.3   404.7   444.5   476.8   514.9   554.9   617.9   748.5  1508.8  8111.6  35009.0    34932
read      356.9   181.3   148.8   201.3   214.4   328.1   401.7   438.1   466.8   500.0   534.7   581.8   688.1  1210.6  7631.6  25085.7    25006
read      358.6   191.6   148.8   201.0   213.7   327.4   403.5   441.8   470.5   506.4   540.8   590.0   710.3  1169.8  7946.2  26400.7    26366
read      346.6   170.3   148.8   198.4   211.4   312.9   373.6   411.5   441.4   480.9   532.4   604.0   754.9  1263.2  3978.0  85753.0    85542
read      367.1   234.0   148.8   198.7   212.0   329.1   403.1   446.2   480.5   521.9   568.7   637.7   795.9  1264.3 11381.9  50707.0    50629
read      355.1   219.2   148.8   201.2   213.6   328.3   401.7   434.7   459.2   488.7   523.3   566.3   670.4  1315.0  9217.3  22618.3    22590
read      351.6   170.5   148.8   201.7   214.2   318.1   379.6   417.8   447.9   486.5   535.4   610.5   767.2  1402.7  5010.0  91889.0    91711
read      355.0   192.3   148.8   203.6   216.9   322.2   383.9   422.2   453.2   492.6   540.6   613.3   760.8  1017.0  5805.1  94667.7    94658
read      363.0   179.9   148.8   200.2   213.0   329.7   404.2   444.8   477.7   517.6   557.7   618.0   741.5  1187.1  7260.6  34938.0    34868
read      347.8   179.6   148.8   201.4   214.3   315.0   374.2   409.6   436.8   473.8   523.9   593.7   753.8  1626.5  7551.1  95844.0    95773
read      361.4   198.7   148.8   197.7   211.2   326.4   398.6   439.9   472.2   514.2   558.4   625.3   759.3  1186.3  9656.6  49507.0    49527
read      362.7   188.5   148.8   199.4   212.7   329.5   402.3   442.1   473.4   514.4   554.0   615.6   744.8  1263.1  7127.8  35772.3    35659
read      355.3   172.4   148.8   199.3   212.3   319.5   384.3   424.0   456.0   497.3   546.9   625.9   808.2  1231.8  6542.3  81763.0    81789
read      360.8   198.1   148.8   197.6   210.8   324.5   396.7   439.9   473.8   514.5   559.7   630.8   779.5  1134.2  6917.6  57836.3    57774
read      358.6   182.2   148.8   199.7   212.6   325.0   402.0   441.7   471.7   510.4   546.7   600.7   725.0  1152.9  7778.3  30656.7    30550
read      354.5   182.5   148.8   204.2   218.1   322.5   382.7   419.2   448.2   486.5   535.8   608.0   764.1  1111.7  7378.6  98550.0    98775

Total QPS = 52312.2 (50219692 / 960.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 12404264171 bytes :   12.3 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 100.00%,51.26%,100.00%
